# x_m,y_m,total_field_nT  (synthetic magnetometer survey - 2 known buried targets)
19.500,9.000,49844.047
19.500,9.500,49843.618
19.500,10.000,49843.680
19.500,10.500,49845.473
19.500,11.000,49844.318
19.500,11.500,49845.875
19.500,12.000,49842.830
19.500,12.500,49841.452
19.500,13.000,49843.329
19.500,13.500,49844.258
19.500,14.000,49841.618
19.500,14.500,49843.678
19.500,15.000,49844.689
19.500,15.500,49842.752
19.500,16.000,49842.830
19.500,16.500,49842.550
19.500,17.000,49844.124
19.500,17.500,49845.184
19.500,18.000,49848.792
19.500,18.500,49846.597
19.500,19.000,49843.138
19.500,19.500,49842.906
19.500,20.000,49845.223
19.750,0.000,49832.628
19.750,0.500,49831.199
19.750,1.000,49829.360
19.750,1.500,49831.586
19.750,2.000,49832.077
19.750,2.500,49832.124
19.750,3.000,49828.247
19.750,3.500,49830.410
19.750,4.000,49827.732
19.750,4.500,49828.339
19.750,5.000,49827.514
19.750,5.500,49828.916
19.750,6.000,49827.023
19.750,6.500,49830.201
19.750,7.000,49828.874
19.750,7.500,49827.443
19.750,8.000,49829.309
19.750,8.500,49830.715
19.750,9.000,49828.772
19.750,9.500,49827.215
19.750,10.000,49827.504
19.750,10.500,49827.619
19.750,11.000,49826.578
19.750,11.500,49824.932
19.750,12.000,49826.819
19.750,12.500,49829.159
19.750,13.000,49825.985
19.750,13.500,49824.289
19.750,14.000,49827.037
19.750,14.500,49828.839
19.750,15.000,49824.643
19.750,15.500,49827.580
19.750,16.000,49828.004
19.750,16.500,49828.305
19.750,17.000,49828.466
19.750,17.500,49828.687
19.750,18.000,49825.553
19.750,18.500,49829.014
19.750,19.000,49830.320
19.750,19.500,49828.086
19.750,20.000,49829.138
20.000,0.000,49813.719
20.000,0.500,49817.141
20.000,1.000,49814.199
20.000,1.500,49817.537
20.000,2.000,49814.423
20.000,2.500,49815.935
20.000,3.000,49814.037
20.000,3.500,49817.566
20.000,4.000,49811.698
20.000,4.500,49815.109
20.000,5.000,49811.328
20.000,5.500,49812.525
20.000,6.000,49817.048
20.000,6.500,49815.443
20.000,7.000,49810.930
20.000,7.500,49813.796
20.000,8.000,49812.730
20.000,8.500,49814.366
20.000,9.000,49816.137
20.000,9.500,49814.193
20.000,10.000,49813.719
20.000,10.500,49813.690
20.000,11.000,49811.159
20.000,11.500,49813.733
20.000,12.000,49813.961
20.000,12.500,49811.579
20.000,13.000,49811.473
20.000,13.500,49814.574
20.000,14.000,49812.700
20.000,14.500,49810.693
20.000,15.000,49811.800
20.000,15.500,49811.811
20.000,16.000,49812.483
20.000,16.500,49812.572
20.000,17.000,49812.424
20.000,17.500,49815.439
20.000,18.000,49814.315
20.000,18.500,49815.437
20.000,19.000,49810.819
20.000,19.500,49813.678
20.000,20.000,49815.422
20.250,0.000,49808.495
20.250,0.500,49806.335
20.250,1.000,49806.164
20.250,1.500,49808.676
20.250,2.000,49806.852
20.250,2.500,49808.071
20.250,3.000,49807.257
20.250,3.500,49806.763
20.250,4.000,49807.032
20.250,4.500,49805.512
20.250,5.000,49809.207
20.250,5.500,49807.370
20.250,6.000,49808.533
20.250,6.500,49805.520
20.250,7.000,49805.378
20.250,7.500,49805.580
20.250,8.000,49804.633
20.250,8.500,49806.807
20.250,9.000,49806.722
20.250,9.500,49804.748
20.250,10.000,49804.907
20.250,10.500,49805.825
20.250,11.000,49804.015
20.250,11.500,49804.425
20.250,12.000,49807.289
20.250,12.500,49803.754
20.250,13.000,49804.045
20.250,13.500,49808.544
20.250,14.000,49801.586
20.250,14.500,49803.010
20.250,15.000,49807.516
20.250,15.500,49804.260
20.250,16.000,49805.698
20.250,16.500,49808.218
20.250,17.000,49804.068
20.250,17.500,49804.373
20.250,18.000,49806.002
20.250,18.500,49805.404
20.250,19.000,49804.866
20.250,19.500,49805.590
20.250,20.000,49803.933
20.500,0.000,49818.827
20.500,0.500,49819.330
20.500,1.000,49817.782
20.500,1.500,49817.630
20.500,2.000,49818.726
20.500,2.500,49817.028
20.500,3.000,49817.300
20.500,3.500,49817.582
20.500,4.000,49819.809
20.500,4.500,49817.438
20.500,5.000,49817.246
20.500,5.500,49817.070
20.500,6.000,49816.635
20.500,6.500,49815.652
20.500,7.000,49815.605
20.500,7.500,49818.154
20.500,8.000,49815.887
20.500,8.500,49816.755
20.500,9.000,49815.777
20.500,9.500,49814.377
20.500,10.000,49815.552
20.500,10.500,49818.231
20.500,11.000,49815.408
20.500,11.500,49814.921
20.500,12.000,49815.212
20.500,12.500,49815.286
20.500,13.000,49816.082
20.500,13.500,49815.092
20.500,14.000,49815.553
20.500,14.500,49814.973
20.500,15.000,49816.276
20.500,15.500,49816.255
20.500,16.000,49816.172
20.500,16.500,49816.885
20.500,17.000,49815.881
20.500,17.500,49817.955
20.500,18.000,49816.948
20.500,18.500,49818.600
20.500,19.000,49816.372
20.500,19.500,49817.025
20.500,20.000,49815.718
20.750,0.000,49870.558
20.750,0.500,49871.714
20.750,1.000,49869.886
20.750,1.500,49872.617
20.750,2.000,49870.357
20.750,2.500,49872.629
20.750,3.000,49868.612
20.750,3.500,49869.696
20.750,4.000,49869.288
20.750,4.500,49871.465
20.750,5.000,49870.823
20.750,5.500,49869.652
20.750,6.000,49868.984
20.750,6.500,49869.524
20.750,7.000,49870.544
20.750,7.500,49870.600
20.750,8.000,49869.144
20.750,8.500,49868.449
20.750,9.000,49869.159
20.750,9.500,49869.087
20.750,10.000,49869.164
20.750,10.500,49868.002
20.750,11.000,49871.198
20.750,11.500,49867.558
20.750,12.000,49870.697
20.750,12.500,49870.460
20.750,13.000,49869.746
20.750,13.500,49871.110
20.750,14.000,49869.124
20.750,14.500,49867.824
20.750,15.000,49867.541
20.750,15.500,49867.363
20.750,16.000,49869.684
20.750,16.500,49866.281
20.750,17.000,49866.453
20.750,17.500,49870.981
20.750,18.000,49870.304
20.750,18.500,49869.515
20.750,19.000,49870.391
20.750,19.500,49870.281
20.750,20.000,49868.954
21.000,0.000,50005.511
21.000,0.500,50009.592
21.000,1.000,50008.287
21.000,1.500,50005.500
21.000,2.000,50007.721
21.000,2.500,50006.743
21.000,3.000,50007.208
21.000,3.500,50006.819
21.000,4.000,50008.064
21.000,4.500,50006.846
21.000,5.000,50005.343
21.000,5.500,50007.997
21.000,6.000,50007.624
21.000,6.500,50004.661
21.000,7.000,50007.314
21.000,7.500,50007.929
21.000,8.000,50006.265
21.000,8.500,50006.671
21.000,9.000,50005.138
21.000,9.500,50003.557
21.000,10.000,50006.866
21.000,10.500,50005.858
21.000,11.000,50006.549
21.000,11.500,50005.475
21.000,12.000,50005.371
21.000,12.500,50005.951
21.000,13.000,50005.574
21.000,13.500,50006.944
21.000,14.000,50005.001
21.000,14.500,50003.478
21.000,15.000,50005.885
21.000,15.500,50003.753
21.000,16.000,50001.960
21.000,16.500,50004.182
21.000,17.000,50005.246
21.000,17.500,50004.796
21.000,18.000,50003.779
21.000,18.500,50005.846
21.000,19.000,50008.110
21.000,19.500,50007.633
21.000,20.000,50006.506
21.250,0.000,50295.933
21.250,0.500,50293.846
21.250,1.000,50293.136
21.250,1.500,50295.426
21.250,2.000,50292.729
21.250,2.500,50294.797
21.250,3.000,50294.196
21.250,3.500,50293.624
21.250,4.000,50293.411
21.250,4.500,50295.730
21.250,5.000,50291.562
21.250,5.500,50294.268
21.250,6.000,50293.345
21.250,6.500,50292.577
21.250,7.000,50293.655
21.250,7.500,50293.976
21.250,8.000,50293.317
21.250,8.500,50293.678
21.250,9.000,50295.337
21.250,9.500,50292.220
21.250,10.000,50293.659
21.250,10.500,50290.339
21.250,11.000,50293.554
21.250,11.500,50289.999
21.250,12.000,50293.686
21.250,12.500,50291.979
21.250,13.000,50292.902
21.250,13.500,50290.451
21.250,14.000,50292.663
21.250,14.500,50293.871
21.250,15.000,50293.586
21.250,15.500,50292.666
21.250,16.000,50292.730
21.250,16.500,50294.517
21.250,17.000,50293.973
21.250,17.500,50292.010
21.250,18.000,50292.162
21.250,18.500,50292.102
21.250,19.000,50293.162
21.250,19.500,50291.570
21.250,20.000,50290.169
21.500,0.000,50775.620
21.500,0.500,50776.285
21.500,1.000,50776.140
21.500,1.500,50777.439
21.500,2.000,50773.821
21.500,2.500,50774.935
21.500,3.000,50773.483
21.500,3.500,50775.953
21.500,4.000,50775.361
21.500,4.500,50774.727
21.500,5.000,50775.437
21.500,5.500,50774.238
21.500,6.000,50773.685
21.500,6.500,50777.506
21.500,7.000,50776.266
21.500,7.500,50774.687
21.500,8.000,50772.562
21.500,8.500,50774.464
21.500,9.000,50775.560
21.500,9.500,50774.868
21.500,10.000,50776.044
21.500,10.500,50776.294
21.500,11.000,50774.256
21.500,11.500,50773.617
21.500,12.000,50773.524
21.500,12.500,50773.602
21.500,13.000,50775.547
21.500,13.500,50773.535
21.500,14.000,50771.643
21.500,14.500,50774.868
21.500,15.000,50774.042
21.500,15.500,50773.521
21.500,16.000,50771.320
21.500,16.500,50776.075
21.500,17.000,50775.427
21.500,17.500,50772.748
21.500,18.000,50774.758
21.500,18.500,50772.987
21.500,19.000,50772.657
21.500,19.500,50771.638
21.500,20.000,50776.043
21.750,0.000,51338.104
21.750,0.500,51336.279
21.750,1.000,51336.611
21.750,1.500,51339.287
21.750,2.000,51335.472
21.750,2.500,51334.776
21.750,3.000,51336.689
21.750,3.500,51337.263
21.750,4.000,51335.931
21.750,4.500,51334.171
21.750,5.000,51335.091
21.750,5.500,51337.198
21.750,6.000,51337.167
21.750,6.500,51333.512
21.750,7.000,51334.105
21.750,7.500,51334.380
21.750,8.000,51335.738
21.750,8.500,51339.005
21.750,9.000,51335.186
21.750,9.500,51335.629
21.750,10.000,51334.266
21.750,10.500,51339.269
21.750,11.000,51334.424
21.750,11.500,51334.502
21.750,12.000,51335.455
21.750,12.500,51333.195
21.750,13.000,51336.365
21.750,13.500,51335.122
21.750,14.000,51333.865
21.750,14.500,51334.241
21.750,15.000,51332.311
21.750,15.500,51334.348
21.750,16.000,51331.808
21.750,16.500,51334.593
21.750,17.000,51334.583
21.750,17.500,51334.507
21.750,18.000,51334.587
21.750,18.500,51334.273
21.750,19.000,51337.466
21.750,19.500,51337.854
21.750,20.000,51335.522
22.000,0.000,51609.896
22.000,0.500,51607.682
22.000,1.000,51607.647
22.000,1.500,51606.814
22.000,2.000,51609.056
22.000,2.500,51608.887
22.000,3.000,51605.972
22.000,3.500,51608.092
22.000,4.000,51607.018
22.000,4.500,51606.379
22.000,5.000,51607.629
22.000,5.500,51604.722
22.000,6.000,51606.879
22.000,6.500,51610.292
22.000,7.000,51608.038
22.000,7.500,51605.606
22.000,8.000,51608.065
22.000,8.500,51607.292
22.000,9.000,51606.604
22.000,9.500,51606.135
22.000,10.000,51606.946
22.000,10.500,51605.992
22.000,11.000,51606.562
22.000,11.500,51607.879
22.000,12.000,51607.949
22.000,12.500,51604.745
22.000,13.000,51605.961
22.000,13.500,51609.058
22.000,14.000,51609.338
22.000,14.500,51607.203
22.000,15.000,51609.078
22.000,15.500,51608.502
22.000,16.000,51606.528
22.000,16.500,51603.776
22.000,17.000,51606.730
22.000,17.500,51604.958
22.000,18.000,51607.150
22.000,18.500,51609.633
22.000,19.000,51607.459
22.000,19.500,51605.982
22.000,20.000,51605.480
22.250,0.000,51334.072
22.250,0.500,51334.120
22.250,1.000,51339.380
22.250,1.500,51338.182
22.250,2.000,51336.657
22.250,2.500,51336.577
22.250,3.000,51336.678
22.250,3.500,51336.686
22.250,4.000,51338.737
22.250,4.500,51337.176
22.250,5.000,51333.556
22.250,5.500,51338.058
22.250,6.000,51333.507
22.250,6.500,51335.725
22.250,7.000,51334.187
22.250,7.500,51336.257
22.250,8.000,51334.242
22.250,8.500,51333.991
22.250,9.000,51334.420
22.250,9.500,51337.145
22.250,10.000,51335.583
22.250,10.500,51336.803
22.250,11.000,51337.790
22.250,11.500,51336.059
22.250,12.000,51336.516
22.250,12.500,51334.175
22.250,13.000,51335.479
22.250,13.500,51333.868
22.250,14.000,51336.417
22.250,14.500,51336.950
22.250,15.000,51337.054
22.250,15.500,51335.587
22.250,16.000,51337.005
22.250,16.500,51335.484
22.250,17.000,51334.907
22.250,17.500,51336.556
22.250,18.000,51336.950
22.250,18.500,51339.230
22.250,19.000,51337.084
22.250,19.500,51334.407
22.250,20.000,51334.660
22.500,0.000,50774.460
22.500,0.500,50776.493
22.500,1.000,50774.689
22.500,1.500,50778.343
22.500,2.000,50775.819
22.500,2.500,50777.175
22.500,3.000,50776.392
22.500,3.500,50776.631
22.500,4.000,50774.508
22.500,4.500,50775.958
22.500,5.000,50775.310
22.500,5.500,50775.740
22.500,6.000,50776.018
22.500,6.500,50776.791
22.500,7.000,50775.007
22.500,7.500,50776.876
22.500,8.000,50776.070
22.500,8.500,50777.971
22.500,9.000,50770.481
22.500,9.500,50774.425
22.500,10.000,50777.220
22.500,10.500,50771.496
22.500,11.000,50777.456
22.500,11.500,50775.309
22.500,12.000,50772.086
22.500,12.500,50776.208
22.500,13.000,50773.519
22.500,13.500,50773.716
22.500,14.000,50777.278
22.500,14.500,50774.505
22.500,15.000,50773.659
22.500,15.500,50778.132
22.500,16.000,50776.543
22.500,16.500,50774.684
22.500,17.000,50774.045
22.500,17.500,50774.972
22.500,18.000,50777.698
22.500,18.500,50773.916
22.500,19.000,50773.539
22.500,19.500,50777.424
22.500,20.000,50775.153
22.750,0.000,50295.398
22.750,0.500,50296.001
22.750,1.000,50294.592
22.750,1.500,50291.503
22.750,2.000,50294.781
22.750,2.500,50296.918
22.750,3.000,50298.270
22.750,3.500,50294.788
22.750,4.000,50294.872
22.750,4.500,50296.912
22.750,5.000,50295.704
22.750,5.500,50295.198
22.750,6.000,50291.730
22.750,6.500,50294.016
22.750,7.000,50294.903
22.750,7.500,50292.250
22.750,8.000,50293.913
22.750,8.500,50296.965
22.750,9.000,50293.959
22.750,9.500,50292.138
22.750,10.000,50291.406
22.750,10.500,50294.170
22.750,11.000,50293.276
22.750,11.500,50292.800
22.750,12.000,50294.410
22.750,12.500,50294.470
22.750,13.000,50294.285
22.750,13.500,50294.537
22.750,14.000,50292.163
22.750,14.500,50293.050
22.750,15.000,50293.534
22.750,15.500,50293.962
22.750,16.000,50295.554
22.750,16.500,50293.010
22.750,17.000,50292.976
22.750,17.500,50296.418
22.750,18.000,50294.474
22.750,18.500,50292.192
22.750,19.000,50293.878
22.750,19.500,50292.548
22.750,20.000,50292.756
23.000,0.000,50006.641
23.000,0.500,50007.416
23.000,1.000,50011.665
23.000,1.500,50010.055
23.000,2.000,50010.573
23.000,2.500,50010.092
23.000,3.000,50008.216
23.000,3.500,50008.979
23.000,4.000,50008.481
23.000,4.500,50006.676
23.000,5.000,50006.485
23.000,5.500,50009.527
23.000,6.000,50006.296
23.000,6.500,50008.370
23.000,7.000,50008.992
23.000,7.500,50009.087
23.000,8.000,50008.457
23.000,8.500,50006.047
23.000,9.000,50008.606
23.000,9.500,50007.536
23.000,10.000,50006.229
23.000,10.500,50004.667
23.000,11.000,50008.286
23.000,11.500,50005.244
23.000,12.000,50004.981
23.000,12.500,50010.140
23.000,13.000,50005.698
23.000,13.500,50006.859
23.000,14.000,50007.593
23.000,14.500,50007.594
23.000,15.000,50005.971
23.000,15.500,50006.455
23.000,16.000,50008.751
23.000,16.500,50007.155
23.000,17.000,50007.574
23.000,17.500,50004.406
23.000,18.000,50006.835
23.000,18.500,50009.030
23.000,19.000,50006.701
23.000,19.500,50006.421
23.000,20.000,50008.465
23.250,0.000,49872.593
23.250,0.500,49872.165
23.250,1.000,49870.782
23.250,1.500,49872.721
23.250,2.000,49874.004
23.250,2.500,49873.277
23.250,3.000,49869.137
23.250,3.500,49875.834
23.250,4.000,49869.407
23.250,4.500,49869.511
23.250,5.000,49871.760
23.250,5.500,49871.113
23.250,6.000,49871.747
23.250,6.500,49873.121
23.250,7.000,49872.498
23.250,7.500,49869.711
23.250,8.000,49871.108
23.250,8.500,49872.466
23.250,9.000,49872.479
23.250,9.500,49872.539
23.250,10.000,49872.034
23.250,10.500,49871.828
23.250,11.000,49869.958
23.250,11.500,49868.718
23.250,12.000,49871.301
23.250,12.500,49869.964
23.250,13.000,49872.496
23.250,13.500,49869.310
23.250,14.000,49870.044
23.250,14.500,49869.977
23.250,15.000,49872.079
23.250,15.500,49871.772
23.250,16.000,49870.702
23.250,16.500,49871.134
23.250,17.000,49873.151
23.250,17.500,49868.122
23.250,18.000,49871.930
23.250,18.500,49872.473
23.250,19.000,49872.721
23.250,19.500,49872.153
23.250,20.000,49869.839
23.500,0.000,49818.713
23.500,0.500,49820.485
23.500,1.000,49818.577
23.500,1.500,49819.130
23.500,2.000,49817.135
23.500,2.500,49817.568
23.500,3.000,49819.838
23.500,3.500,49818.640
23.500,4.000,49818.099
23.500,4.500,49818.912
23.500,5.000,49819.602
23.500,5.500,49818.712
23.500,6.000,49819.316
23.500,6.500,49819.143
23.500,7.000,49818.585
23.500,7.500,49818.897
23.500,8.000,49817.536
23.500,8.500,49818.067
23.500,9.000,49816.019
23.500,9.500,49816.981
23.500,10.000,49816.909
23.500,10.500,49818.053
23.500,11.000,49820.312
23.500,11.500,49818.573
23.500,12.000,49818.786
23.500,12.500,49817.127
23.500,13.000,49818.956
23.500,13.500,49821.060
23.500,14.000,49818.382
23.500,14.500,49817.279
23.500,15.000,49816.776
23.500,15.500,49818.935
23.500,16.000,49817.149
23.500,16.500,49819.656
23.500,17.000,49817.098
23.500,17.500,49816.167
23.500,18.000,49819.409
23.500,18.500,49816.790
23.500,19.000,49819.683
23.500,19.500,49820.376
23.500,20.000,49817.977
23.750,0.000,49809.344
23.750,0.500,49811.092
23.750,1.000,49808.276
23.750,1.500,49811.340
23.750,2.000,49808.416
23.750,2.500,49807.468
23.750,3.000,49808.985
23.750,3.500,49809.138
23.750,4.000,49810.463
23.750,4.500,49810.051
23.750,5.000,49809.234
23.750,5.500,49809.621
23.750,6.000,49808.864
23.750,6.500,49809.737
23.750,7.000,49807.726
23.750,7.500,49806.837
23.750,8.000,49808.728
23.750,8.500,49812.405
23.750,9.000,49809.541
23.750,9.500,49807.239
23.750,10.000,49810.342
23.750,10.500,49805.419
23.750,11.000,49807.806
23.750,11.500,49808.752
23.750,12.000,49807.123
23.750,12.500,49807.223
23.750,13.000,49807.845
23.750,13.500,49807.278
23.750,14.000,49806.913
23.750,14.500,49806.465
23.750,15.000,49805.760
23.750,15.500,49806.664
23.750,16.000,49807.980
23.750,16.500,49809.666
23.750,17.000,49807.189
23.750,17.500,49806.398
23.750,18.000,49810.659
23.750,18.500,49806.574
23.750,19.000,49808.471
23.750,19.500,49806.967
23.750,20.000,49807.336
24.000,0.000,49817.678
24.000,0.500,49817.762
24.000,1.000,49818.949
24.000,1.500,49818.015
24.000,2.000,49817.212
24.000,2.500,49817.885
24.000,3.000,49815.368
24.000,3.500,49818.694
24.000,4.000,49817.640
24.000,4.500,49817.538
24.000,5.000,49817.661
24.000,5.500,49814.504
24.000,6.000,49814.981
24.000,6.500,49816.839
24.000,7.000,49816.817
24.000,7.500,49817.420
24.000,8.000,49816.676
24.000,8.500,49816.199
24.000,9.000,49818.324
24.000,9.500,49816.924
24.000,10.000,49817.485
24.000,10.500,49818.125
24.000,11.000,49818.199
24.000,11.500,49816.754
24.000,12.000,49817.344
24.000,12.500,49816.638
24.000,13.000,49817.835
24.000,13.500,49819.639
24.000,14.000,49814.648
24.000,14.500,49815.089
24.000,15.000,49818.602
24.000,15.500,49816.518
24.000,16.000,49815.611
24.000,16.500,49815.236
24.000,17.000,49817.709
24.000,17.500,49817.173
24.000,18.000,49819.376
24.000,18.500,49816.263
24.000,19.000,49817.789
24.000,19.500,49818.957
24.000,20.000,49814.366
24.250,0.000,49830.779
24.250,0.500,49832.740
24.250,1.000,49831.447
24.250,1.500,49831.645
24.250,2.000,49831.256
24.250,2.500,49831.994
24.250,3.000,49830.827
24.250,3.500,49830.230
24.250,4.000,49832.693
24.250,4.500,49832.266
24.250,5.000,49833.510
24.250,5.500,49832.787
24.250,6.000,49832.602
24.250,6.500,49833.056
24.250,7.000,49830.516
24.250,7.500,49831.101
24.250,8.000,49832.223
24.250,8.500,49833.176
24.250,9.000,49832.707
24.250,9.500,49831.385
24.250,10.000,49831.391
24.250,10.500,49832.015
24.250,11.000,49829.879
24.250,11.500,49832.862
24.250,12.000,49832.728
24.250,12.500,49832.947
24.250,13.000,49833.033
24.250,13.500,49833.032
24.250,14.000,49828.707
24.250,14.500,49831.873
24.250,15.000,49829.398
24.250,15.500,49830.125
24.250,16.000,49831.371
24.250,16.500,49833.364
24.250,17.000,49832.110
24.250,17.500,49831.987
24.250,18.000,49834.349
24.250,18.500,49832.064
24.250,19.000,49830.313
24.250,19.500,49829.683
24.250,20.000,49830.501
24.500,0.000,49849.682
24.500,0.500,49847.178
24.500,1.000,49850.120
24.500,1.500,49849.899
24.500,2.000,49848.327
24.500,2.500,49849.534
24.500,3.000,49850.121
24.500,3.500,49848.367
24.500,4.000,49850.381
24.500,4.500,49848.173
24.500,5.000,49850.094
24.500,5.500,49851.364
24.500,6.000,49849.625
24.500,6.500,49847.195
24.500,7.000,49849.202
24.500,7.500,49849.154
24.500,8.000,49847.705
24.500,8.500,49847.073
24.500,9.000,49848.356
24.500,9.500,49850.199
24.500,10.000,49850.093
24.500,10.500,49850.639
24.500,11.000,49848.747
24.500,11.500,49851.739
24.500,12.000,49847.505
24.500,12.500,49849.420
24.500,13.000,49848.386
24.500,13.500,49850.979
24.500,14.000,49848.788
24.500,14.500,49847.194
24.500,15.000,49849.111
24.500,15.500,49847.076
24.500,16.000,49847.465
24.500,16.500,49850.182
24.500,17.000,49848.783
24.500,17.500,49850.122
24.500,18.000,49847.556
24.500,18.500,49850.842
24.500,19.000,49848.665
24.500,19.500,49846.026
24.500,20.000,49847.653
24.750,0.000,49864.125
24.750,0.500,49864.002
24.750,1.000,49866.938
24.750,1.500,49866.695
24.750,2.000,49867.006
24.750,2.500,49864.985
24.750,3.000,49866.860
24.750,3.500,49863.830
24.750,4.000,49865.276
24.750,4.500,49865.730
24.750,5.000,49865.080
24.750,5.500,49866.053
24.750,6.000,49865.834
24.750,6.500,49866.541
24.750,7.000,49866.256
24.750,7.500,49867.199
24.750,8.000,49865.013
24.750,8.500,49866.678
24.750,9.000,49866.086
24.750,9.500,49866.005
24.750,10.000,49865.813
24.750,10.500,49862.352
24.750,11.000,49868.440
24.750,11.500,49864.170
24.750,12.000,49864.332
24.750,12.500,49865.030
24.750,13.000,49863.538
24.750,13.500,49868.116
24.750,14.000,49864.566
24.750,14.500,49864.472
24.750,15.000,49864.259
24.750,15.500,49866.169
24.750,16.000,49867.620
24.750,16.500,49865.953
24.750,17.000,49864.402
24.750,17.500,49867.571
24.750,18.000,49866.037
24.750,18.500,49864.556
24.750,19.000,49865.562
24.750,19.500,49865.898
24.750,20.000,49866.089
25.000,0.000,49881.550
25.000,0.500,49881.561
25.000,1.000,49884.296
25.000,1.500,49885.727
25.000,2.000,49881.710
25.000,2.500,49880.048
25.000,3.000,49879.821
25.000,3.500,49882.587
25.000,4.000,49878.902
25.000,4.500,49881.035
25.000,5.000,49881.869
25.000,5.500,49881.518
25.000,6.000,49880.607
25.000,6.500,49883.939
25.000,7.000,49882.344
25.000,7.500,49880.412
25.000,8.000,49882.262
25.000,8.500,49880.781
25.000,9.000,49880.254
25.000,9.500,49880.389
25.000,10.000,49882.749
25.000,10.500,49880.113
25.000,11.000,49880.823
25.000,11.500,49882.441
25.000,12.000,49881.352
25.000,12.500,49881.244
25.000,13.000,49879.876
25.000,13.500,49884.365
25.000,14.000,49882.094
25.000,14.500,49877.316
25.000,15.000,49882.831
25.000,15.500,49878.954
25.000,16.000,49878.838
25.000,16.500,49879.864
25.000,17.000,49882.817
25.000,17.500,49880.543
25.000,18.000,49881.291
25.000,18.500,49878.496
25.000,19.000,49882.642
25.000,19.500,49880.656
25.000,20.000,49879.154
25.250,0.000,49895.704
25.250,0.500,49895.930
25.250,1.000,49895.300
25.250,1.500,49897.086
25.250,2.000,49896.000
25.250,2.500,49897.352
25.250,3.000,49894.990
25.250,3.500,49895.210
25.250,4.000,49896.314
25.250,4.500,49896.727
25.250,5.000,49894.460
25.250,5.500,49897.759
25.250,6.000,49895.073
25.250,6.500,49894.878
25.250,7.000,49895.503
25.250,7.500,49893.528
25.250,8.000,49892.313
25.250,8.500,49897.838
25.250,9.000,49896.323
25.250,9.500,49893.315
25.250,10.000,49894.883
25.250,10.500,49895.591
25.250,11.000,49893.904
25.250,11.500,49896.768
25.250,12.000,49893.862
25.250,12.500,49896.081
25.250,13.000,49893.639
25.250,13.500,49895.340
25.250,14.000,49896.902
25.250,14.500,49895.291
25.250,15.000,49893.852
25.250,15.500,49894.925
25.250,16.000,49895.691
25.250,16.500,49893.976
25.250,17.000,49894.043
25.250,17.500,49897.298
25.250,18.000,49896.773
25.250,18.500,49893.706
25.250,19.000,49892.750
25.250,19.500,49892.829
25.250,20.000,49893.110
25.500,0.000,49906.818
25.500,0.500,49907.109
25.500,1.000,49905.125
25.500,1.500,49907.410
25.500,2.000,49902.800
25.500,2.500,49907.341
25.500,3.000,49909.518
25.500,3.500,49905.258
25.500,4.000,49902.734
25.500,4.500,49907.277
25.500,5.000,49908.050
25.500,5.500,49906.359
25.500,6.000,49907.286
25.500,6.500,49908.852
25.500,7.000,49909.421
25.500,7.500,49907.757
25.500,8.000,49904.979
25.500,8.500,49907.061
25.500,9.000,49905.281
25.500,9.500,49906.734
25.500,10.000,49906.373
25.500,10.500,49905.858
25.500,11.000,49908.993
25.500,11.500,49906.339
25.500,12.000,49904.446
25.500,12.500,49907.226
25.500,13.000,49907.678
25.500,13.500,49906.721
25.500,14.000,49905.480
25.500,14.500,49905.996
25.500,15.000,49905.766
25.500,15.500,49905.900
25.500,16.000,49905.614
25.500,16.500,49906.349
25.500,17.000,49904.663
25.500,17.500,49907.085
25.500,18.000,49905.562
25.500,18.500,49908.073
25.500,19.000,49907.353
25.500,19.500,49909.065
25.500,20.000,49904.786
25.750,0.000,49919.879
25.750,0.500,49917.568
25.750,1.000,49918.650
25.750,1.500,49919.035
25.750,2.000,49919.120
25.750,2.500,49917.748
25.750,3.000,49918.313
25.750,3.500,49917.470
25.750,4.000,49918.674
25.750,4.500,49916.219
25.750,5.000,49918.137
25.750,5.500,49919.813
25.750,6.000,49920.488
25.750,6.500,49919.054
25.750,7.000,49919.617
25.750,7.500,49918.185
25.750,8.000,49918.955
25.750,8.500,49920.267
25.750,9.000,49917.245
25.750,9.500,49914.922
25.750,10.000,49917.028
25.750,10.500,49917.543
25.750,11.000,49916.012
25.750,11.500,49915.436
25.750,12.000,49916.481
25.750,12.500,49915.365
25.750,13.000,49918.572
25.750,13.500,49919.756
25.750,14.000,49918.211
25.750,14.500,49915.107
25.750,15.000,49917.514
25.750,15.500,49915.923
25.750,16.000,49917.640
25.750,16.500,49915.998
25.750,17.000,49918.722
25.750,17.500,49918.318
25.750,18.000,49916.802
25.750,18.500,49918.061
25.750,19.000,49917.421
25.750,19.500,49919.941
25.750,20.000,49914.522
26.000,0.000,49927.567
26.000,0.500,49928.794
26.000,1.000,49926.359
26.000,1.500,49926.140
26.000,2.000,49927.133
26.000,2.500,49925.466
26.000,3.000,49926.018
26.000,3.500,49925.264
26.000,4.000,49926.510
26.000,4.500,49923.614
26.000,5.000,49925.823
26.000,5.500,49927.541
26.000,6.000,49926.110
26.000,6.500,49926.035
26.000,7.000,49927.977
26.000,7.500,49928.971
26.000,8.000,49925.475
26.000,8.500,49928.365
26.000,9.000,49923.910
26.000,9.500,49925.246
26.000,10.000,49927.300
26.000,10.500,49926.865
26.000,11.000,49926.641
26.000,11.500,49927.746
26.000,12.000,49926.133
