x_m,y_m,value
11.6667,15.3333,51.568811
11.8333,15.3333,548.835266
12.0000,15.3333,889.077981
12.1667,15.3333,1100.157643
12.3333,15.3333,1212.595780
12.5000,15.3333,1255.143767
12.6667,15.3333,1252.118037
12.8333,15.3333,1222.362991
13.0000,15.3333,1179.414956
13.1667,15.3333,1132.341638
13.3333,15.3333,1086.788379
13.5000,15.3333,1045.925819
13.6667,15.3333,1011.191182
13.8333,15.3333,982.860041
14.0000,15.3333,960.525772
14.1667,15.3333,943.518257
14.3333,15.3333,931.229802
14.5000,15.3333,923.299204
14.6667,15.3333,919.646843
14.8333,15.3333,920.411097
15.0000,15.3333,925.857556
15.1667,15.3333,936.303627
15.3333,15.3333,952.053720
15.5000,15.3333,973.321048
15.6667,15.3333,1000.137992
15.8333,15.3333,1032.298511
16.0000,15.3333,1069.386965
16.1667,15.3333,1110.907299
16.3333,15.3333,1156.458297
16.5000,15.3333,1205.855888
16.6667,15.3333,1259.121558
16.8333,15.3333,1316.332858
17.0000,15.3333,1377.419708
17.1667,15.3333,1442.023412
17.3333,15.3333,1509.479586
17.5000,15.3333,1578.876622
17.6667,15.3333,1649.066964
17.8333,15.3333,1718.541719
18.0000,15.3333,1785.205745
18.1667,15.3333,1846.203225
18.3333,15.3333,1897.930593
18.5000,15.3333,1936.229245
18.6667,15.3333,1956.592991
18.8333,15.3333,1954.190956
19.0000,15.3333,1923.616618
19.1667,15.3333,1858.397135
19.3333,15.3333,1750.276459
19.5000,15.3333,1588.116311
19.6667,15.3333,1356.133235
19.8333,15.3333,1031.361225
20.0000,15.3333,580.810334
20.1667,15.3333,-40.368607
20.3333,15.3333,-887.665306
20.5000,15.3333,-2020.697144
20.6667,15.3333,-3489.972308
20.8333,15.3333,-5317.605323
21.0000,15.3333,-7475.761534
21.1667,15.3333,-9869.513847
21.3333,15.3333,-12331.845178
21.5000,15.3333,-14636.615497
21.6667,15.3333,-16530.625540
21.8333,15.3333,-17779.703882
22.0000,15.3333,-18217.815171
22.1667,15.3333,-17784.916607
22.3333,15.3333,-16541.155984
22.5000,15.3333,-14652.481324
22.6667,15.3333,-12352.689382
22.8333,15.3333,-9894.371947
23.0000,15.3333,-7503.018552
23.1667,15.3333,-5345.206733
23.3333,15.3333,-3515.856333
23.5000,15.3333,-2043.329064
23.6667,15.3333,-906.507162
23.8333,15.3333,-56.127086
24.0000,15.3333,566.248116
24.1667,15.3333,1015.291063
24.3333,15.3333,1335.584034
24.5000,15.3333,1560.420129
24.6667,15.3333,1713.498389
24.8333,15.3333,1811.519937
25.0000,15.3333,1866.448157
25.1667,15.3333,1887.030784
25.3333,15.3333,1879.748276
25.5000,15.3333,1849.506009
25.6667,15.3333,1800.236898
25.8333,15.3333,1735.378175
26.0000,15.3333,1658.130542
26.1667,15.3333,1571.510698
26.3333,15.3333,1478.325464
26.5000,15.3333,1381.195887
26.6667,15.3333,1282.645765
26.8333,15.3333,1185.154940
27.0000,15.3333,1091.071199
27.1667,15.3333,1002.377515
27.3333,15.3333,920.426048
27.5000,15.3333,845.779976
27.6667,15.3333,778.236875
27.8333,15.3333,717.009156
28.0000,15.3333,660.980698
28.1667,15.3333,608.962942
28.3333,15.3333,559.905142
28.5000,15.3333,513.037003
28.6667,15.3333,467.932017
28.8333,15.3333,424.490080
29.0000,15.3333,382.855448
29.1667,15.3333,343.302729
29.3333,15.3333,306.127790
29.5000,15.3333,271.569444
29.6667,15.3333,239.770037
29.8333,15.3333,210.768645
30.0000,15.3333,184.514517
0.0000,15.5000,21.834151
0.1667,15.5000,25.056089
0.3333,15.5000,28.376514
0.5000,15.5000,31.691584
0.6667,15.5000,34.857248
0.8333,15.5000,37.690360
1.0000,15.5000,39.980991
1.1667,15.5000,41.521665
1.3333,15.5000,42.157012
1.5000,15.5000,41.851092
1.6667,15.5000,40.759985
1.8333,15.5000,39.287661
2.0000,15.5000,38.099392
2.1667,15.5000,38.074349
2.3333,15.5000,40.197999
2.5000,15.5000,45.418767
2.6667,15.5000,54.509459
2.8333,15.5000,67.971755
3.0000,15.5000,86.001418
3.1667,15.5000,108.504327
3.3333,15.5000,135.135257
3.5000,15.5000,165.332700
3.6667,15.5000,198.341305
3.8333,15.5000,233.236498
4.0000,15.5000,268.979851
4.1667,15.5000,304.529011
4.3333,15.5000,338.999992
4.5000,15.5000,371.842254
4.6667,15.5000,402.960983
4.8333,15.5000,432.729178
5.0000,15.5000,461.878396
5.1667,15.5000,491.314980
5.3333,15.5000,521.939284
5.5000,15.5000,554.530661
5.6667,15.5000,589.717297
5.8333,15.5000,628.009604
6.0000,15.5000,669.857745
6.1667,15.5000,715.691501
6.3333,15.5000,765.898679
6.5000,15.5000,820.695085
6.6667,15.5000,879.847091
6.8333,15.5000,942.236506
7.0000,15.5000,1005.300170
7.1667,15.5000,1064.410954
7.3333,15.5000,1112.275613
7.5000,15.5000,1138.422925
7.6667,15.5000,1128.880507
7.8333,15.5000,1066.214723
8.0000,15.5000,930.209136
8.1667,15.5000,699.500280
8.3333,15.5000,354.384545
8.5000,15.5000,-119.267315
8.6667,15.5000,-725.439647
8.8333,15.5000,-1453.588965
9.0000,15.5000,-2275.568636
9.1667,15.5000,-3145.019606
9.3333,15.5000,-4000.080992
9.5000,15.5000,-4769.607409
9.6667,15.5000,-5382.197965
9.8333,15.5000,-5776.523361
10.0000,15.5000,-5910.939467
10.1667,15.5000,-5770.347036
10.3333,15.5000,-5368.755354
10.5000,15.5000,-4746.962851
10.6667,15.5000,-3965.912278
10.8333,15.5000,-3097.230664
11.0000,15.5000,-2212.949543
11.1667,15.5000,-1376.360741
11.3333,15.5000,-635.490292
11.5000,15.5000,-19.933175
11.6667,15.5000,458.997892
11.8333,15.5000,805.488034
12.0000,15.5000,1034.839498
12.1667,15.5000,1168.608823
12.3333,15.5000,1230.206124
12.5000,15.5000,1241.570959
12.6667,15.5000,1221.162048
12.8333,15.5000,1183.173303
13.0000,15.5000,1137.673558
13.1667,15.5000,1091.276046
13.3333,15.5000,1047.969055
13.5000,15.5000,1009.861053
13.6667,15.5000,977.757058
13.8333,15.5000,951.605862
14.0000,15.5000,930.886425
14.1667,15.5000,914.951990
14.3333,15.5000,903.289416
14.5000,15.5000,895.642146
14.6667,15.5000,891.996301
14.8333,15.5000,892.491117
15.0000,15.5000,897.332387
15.1667,15.5000,906.748811
15.3333,15.5000,920.973270
15.5000,15.5000,940.205707
15.6667,15.5000,964.541341
15.8333,15.5000,993.898727
16.0000,15.5000,1028.007972
16.1667,15.5000,1066.492112
16.3333,15.5000,1109.009676
16.5000,15.5000,1155.372536
16.6667,15.5000,1205.555740
16.8333,15.5000,1259.581193
17.0000,15.5000,1317.342195
17.1667,15.5000,1378.474740
17.3333,15.5000,1442.334820
17.5000,15.5000,1508.039533
17.6667,15.5000,1574.459399
17.8333,15.5000,1640.081223
18.0000,15.5000,1702.782062
18.1667,15.5000,1759.661832
18.3333,15.5000,1807.066135
18.5000,15.5000,1840.787841
18.6667,15.5000,1856.281631
18.8333,15.5000,1848.693380
19.0000,15.5000,1812.615225
19.1667,15.5000,1741.598450
19.3333,15.5000,1627.435311
19.5000,15.5000,1459.054554
19.6667,15.5000,1220.754305
19.8333,15.5000,889.669468
20.0000,15.5000,432.947904
20.1667,15.5000,-194.059626
20.3333,15.5000,-1046.562542
20.5000,15.5000,-2183.825524
20.6667,15.5000,-3655.980457
20.8333,15.5000,-5484.832049
21.0000,15.5000,-7642.413168
21.1667,15.5000,-10033.934618
21.3333,15.5000,-12492.820745
21.5000,15.5000,-14793.624568
21.6667,15.5000,-16683.959578
21.8333,15.5000,-17930.409107
22.0000,15.5000,-18367.461567
22.1667,15.5000,-17935.248499
22.3333,15.5000,-16693.712306
22.5000,15.5000,-14808.279818
22.6667,15.5000,-12512.045584
22.8333,15.5000,-10056.880054
23.0000,15.5000,-7667.674069
23.1667,15.5000,-5510.616437
23.3333,15.5000,-3680.469002
23.5000,15.5000,-2205.631072
23.6667,15.5000,-1065.152737
23.8333,15.5000,-210.001102
24.0000,15.5000,418.018300
24.1667,15.5000,873.353297
24.3333,15.5000,1200.391795
24.5000,15.5000,1432.265195
24.6667,15.5000,1592.538696
24.8333,15.5000,1697.796712
25.0000,15.5000,1759.888871
25.1667,15.5000,1787.439851
25.3333,15.5000,1786.794150
25.5000,15.5000,1762.718067
25.6667,15.5000,1719.025781
25.8333,15.5000,1659.087847
26.0000,15.5000,1586.119721
26.1667,15.5000,1503.247786
26.3333,15.5000,1413.470259
26.5000,15.5000,1319.640068
26.6667,15.5000,1224.495503
26.8333,15.5000,1130.658724
27.0000,15.5000,1040.514733
27.1667,15.5000,955.977354
27.3333,15.5000,878.251747
27.5000,15.5000,807.722934
27.6667,15.5000,744.027505
27.8333,15.5000,686.268720
28.0000,15.5000,633.286007
28.1667,15.5000,583.903409
28.3333,15.5000,537.120058
28.5000,15.5000,492.230912
28.6667,15.5000,448.873148
28.8333,15.5000,406.999360
29.0000,15.5000,366.792627
29.1667,15.5000,328.553754
29.3333,15.5000,292.595188
29.5000,15.5000,259.165894
29.6667,15.5000,228.414546
29.8333,15.5000,200.384545
30.0000,15.5000,175.028605
0.0000,15.6667,20.325096
0.1667,15.6667,23.324875
0.3333,15.6667,26.382580
0.5000,15.6667,29.387215
0.6667,15.6667,32.187480
0.8333,15.6667,34.593769
1.0000,15.6667,36.391793
1.1667,15.6667,37.373426
1.3333,15.6667,37.387899
1.5000,15.6667,36.410026
1.6667,15.6667,34.612510
1.8333,15.6667,32.420185
2.0000,15.6667,30.520907
2.1667,15.6667,29.815679
2.3333,15.6667,31.309291
2.5000,15.6667,35.965795
2.6667,15.6667,44.568320
2.8333,15.6667,57.620382
3.0000,15.6667,75.306084
3.1667,15.6667,97.500644
3.3333,15.6667,123.806306
3.5000,15.6667,153.591033
3.6667,15.6667,186.024323
3.8333,15.6667,220.122860
4.0000,15.6667,254.826293
4.1667,15.6667,289.115277
4.3333,15.6667,322.162599
4.5000,15.6667,353.483215
4.6667,15.6667,383.034250
4.8333,15.6667,411.223320
5.0000,15.6667,438.814438
5.1667,15.6667,466.760577
5.3333,15.6667,496.018892
5.5000,15.6667,527.406329
5.6667,15.6667,561.533471
5.8333,15.6667,598.823763
6.0000,15.6667,639.593337
6.1667,15.6667,684.139157
6.3333,15.6667,732.767743
6.5000,15.6667,785.703758
6.6667,15.6667,842.850431
6.8333,15.6667,903.420729
7.0000,15.6667,965.498681
7.1667,15.6667,1025.604153
7.3333,15.6667,1078.316471
7.5000,15.6667,1115.985462
7.6667,15.6667,1128.561592
7.8333,15.6667,1103.633865
8.0000,15.6667,1026.856383
8.1667,15.6667,883.004254
8.3333,15.6667,657.849977
8.5000,15.6667,340.867120
8.6667,15.6667,-71.512259
8.8333,15.6667,-572.663672
9.0000,15.6667,-1143.374621
9.1667,15.6667,-1751.171841
9.3333,15.6667,-2352.064122
9.5000,15.6667,-2894.914216
9.6667,15.6667,-3327.987811
9.8333,15.6667,-3606.581836
10.0000,15.6667,-3700.212859
10.1667,15.6667,-3597.787903
10.3333,15.6667,-3309.550759
10.5000,15.6667,-2865.343773
10.6667,15.6667,-2309.625203
10.8333,15.6667,-1694.421770
11.0000,15.6667,-1071.749198
11.1667,15.6667,-486.962429
11.3333,15.6667,25.899717
11.5000,15.6667,446.282151
11.6667,15.6667,766.879549
11.8333,15.6667,991.531314
12.0000,15.6667,1132.012444
12.1667,15.6667,1204.513880
12.3333,15.6667,1226.465950
12.5000,15.6667,1214.125534
12.6667,15.6667,1181.098042
12.8333,15.6667,1137.750548
13.0000,15.6667,1091.317344
13.1667,15.6667,1046.415773
13.3333,15.6667,1005.690569
13.5000,15.6667,970.390699
13.6667,15.6667,940.814442
13.8333,15.6667,916.660239
14.0000,15.6667,897.339700
14.1667,15.6667,882.258212
14.3333,15.6667,871.012731
14.5000,15.6667,863.456257
14.6667,15.6667,859.637766
14.8333,15.6667,859.690597
15.0000,15.6667,863.754303
15.1667,15.6667,871.965843
15.3333,15.6667,884.488124
15.5000,15.6667,901.513546
15.6667,15.6667,923.209062
15.8333,15.6667,949.629074
16.0000,15.6667,980.662291
16.1667,15.6667,1016.064228
16.3333,15.6667,1055.565509
16.5000,15.6667,1098.983331
16.6667,15.6667,1146.250613
16.8333,15.6667,1197.330434
17.0000,15.6667,1252.066226
17.1667,15.6667,1310.063377
17.3333,15.6667,1370.660844
17.5000,15.6667,1432.957643
17.6667,15.6667,1495.791588
17.8333,15.6667,1557.597276
18.0000,15.6667,1616.185736
18.1667,15.6667,1668.589418
18.3333,15.6667,1711.097976
18.5000,15.6667,1739.469035
18.6667,15.6667,1749.147614
18.8333,15.6667,1735.297694
19.0000,15.6667,1692.557617
19.1667,15.6667,1614.550143
19.3333,15.6667,1493.156914
19.5000,15.6667,1317.404229
19.6667,15.6667,1071.690678
19.8333,15.6667,733.261901
20.0000,15.6667,269.409582
20.1667,15.6667,-364.307583
20.3333,15.6667,-1222.804728
20.5000,15.6667,-2364.972955
20.6667,15.6667,-3840.542635
20.8333,15.6667,-5670.984498
21.0000,15.6667,-7828.183015
21.1667,15.6667,-10217.486673
21.3333,15.6667,-12672.782380
21.5000,15.6667,-14969.360046
21.6667,15.6667,-16855.707656
21.8333,15.6667,-18099.231851
22.0000,15.6667,-18535.005336
22.1667,15.6667,-18103.372551
22.3333,15.6667,-16864.078756
22.5000,15.6667,-14982.007436
22.6667,15.6667,-12689.505651
22.8333,15.6667,-10237.665249
23.0000,15.6667,-7850.720013
23.1667,15.6667,-5694.418426
23.3333,15.6667,-3863.323904
23.5000,15.6667,-2385.846313
23.6667,15.6667,-1241.191840
23.8333,15.6667,-380.564163
24.0000,15.6667,253.962915
24.1667,15.6667,716.567064
24.3333,15.6667,1051.381801
24.5000,15.6667,1291.312156
24.6667,15.6667,1459.732710
24.8333,15.6667,1573.073162
25.0000,15.6667,1643.055698
25.1667,15.6667,1678.191795
25.3333,15.6667,1684.717808
25.5000,15.6667,1667.298784
25.6667,15.6667,1629.669297
25.8333,15.6667,1575.165212
26.0000,15.6667,1507.034513
26.1667,15.6667,1428.513246
26.3333,15.6667,1342.775003
26.5000,15.6667,1252.879458
26.6667,15.6667,1161.753830
26.8333,15.6667,1072.142676
27.0000,15.6667,986.455216
27.1667,15.6667,906.528102
27.3333,15.6667,833.414835
27.5000,15.6667,767.321827
27.6667,15.6667,707.730662
27.8333,15.6667,653.648577
28.0000,15.6667,603.888085
28.1667,15.6667,557.302521
28.3333,15.6667,512.951810
28.5000,15.6667,470.199337
28.6667,15.6667,428.742926
28.8333,15.6667,388.582106
29.0000,15.6667,349.933650
29.1667,15.6667,313.121892
29.3333,15.6667,278.475814
29.5000,15.6667,246.256316
29.6667,15.6667,216.620960
29.8333,15.6667,189.620036
30.0000,15.6667,165.211869
0.0000,15.8333,18.802760
0.1667,15.8333,21.595870
0.3333,15.8333,24.415593
0.5000,15.8333,27.147083
0.6667,15.8333,29.635839
0.8333,15.8333,31.690640
1.0000,15.8333,33.098390
1.1667,15.8333,33.656166
1.3333,15.8333,33.222967
1.5000,15.8333,31.787078
1.6667,15.8333,29.535684
1.8333,15.8333,26.905094
2.0000,15.8333,24.588053
2.1667,15.8333,23.482820
2.3333,15.8333,24.586292
2.5000,15.8333,28.854003
2.6667,15.8333,37.062966
2.8333,15.8333,49.711197
3.0000,15.8333,66.970729
3.1667,15.8333,88.688890
3.3333,15.8333,114.418956
3.5000,15.8333,143.463365
3.6667,15.8333,174.925948
3.8333,15.8333,207.781715
4.0000,15.8333,240.974037
4.1667,15.8333,273.538822
4.3333,15.8333,304.740116
4.5000,15.8333,334.189581
4.6667,15.8333,361.918950
4.8333,15.8333,388.381000
5.0000,15.8333,414.369841
5.1667,15.8333,440.872137
5.3333,15.8333,468.882596
5.5000,15.8333,499.234327
5.6667,15.8333,532.498728
5.8333,15.8333,568.989945
6.0000,15.8333,608.864769
6.1667,15.8333,652.256942
6.3333,15.8333,699.354955
6.5000,15.8333,750.347269
6.6667,15.8333,805.213867
6.8333,15.8333,863.407215
7.0000,15.8333,923.505585
7.1667,15.8333,982.919037
7.3333,15.8333,1037.688659
7.5000,15.8333,1082.373135
7.6667,15.8333,1110.002806
7.8333,15.8333,1112.123354
8.0000,15.8333,1079.035768
8.1667,15.8333,1000.410380
8.3333,15.8333,866.444172
8.5000,15.8333,669.616387
8.6667,15.8333,406.900757
8.8333,15.8333,82.062199
9.0000,15.8333,-292.532561
9.1667,15.8333,-695.245554
9.3333,15.8333,-1096.186890
9.5000,15.8333,-1460.140728
9.6667,15.8333,-1751.128750
9.8333,15.8333,-1937.845361
10.0000,15.8333,-1998.851932
10.1667,15.8333,-1926.344540
10.3333,15.8333,-1727.578275
10.5000,15.8333,-1423.600750
10.6667,15.8333,-1045.635976
10.8333,15.8333,-630.015265
11.0000,15.8333,-212.795450
11.1667,15.8333,174.883970
11.3333,15.8333,509.976243
11.5000,15.8333,778.932480
11.6667,15.8333,977.439763
11.8333,15.8333,1108.890728
12.0000,15.8333,1182.125902
12.1667,15.8333,1208.986677
12.3333,15.8333,1202.107244
12.5000,15.8333,1173.218505
12.6667,15.8333,1132.085015
12.8333,15.8333,1086.065469
13.0000,15.8333,1040.180080
13.1667,15.8333,997.494187
13.3333,15.8333,959.609510
13.5000,15.8333,927.109638
13.6667,15.8333,899.908091
13.8333,15.8333,877.529203
14.0000,15.8333,859.363976
14.1667,15.8333,844.895307
14.3333,15.8333,833.839261
14.5000,15.8333,826.157129
14.6667,15.8333,821.956899
14.8333,15.8333,821.366239
15.0000,15.8333,824.465382
15.1667,15.8333,831.310939
15.3333,15.8333,842.006665
15.5000,15.8333,856.743058
15.6667,15.8333,875.757599
15.8333,15.8333,899.234279
16.0000,15.8333,927.213061
16.1667,15.8333,959.577506
16.3333,15.8333,996.131118
16.5000,15.8333,1036.702234
16.6667,15.8333,1081.189673
16.8333,15.8333,1129.503110
17.0000,15.8333,1181.433349
17.1667,15.8333,1236.539824
17.3333,15.8333,1294.115211
17.5000,15.8333,1353.199828
17.6667,15.8333,1412.552465
17.8333,15.8333,1470.510528
18.0000,15.8333,1524.782098
18.1667,15.8333,1572.308668
18.3333,15.8333,1609.317239
18.5000,15.8333,1631.541262
18.6667,15.8333,1634.443203
18.8333,15.8333,1613.243842
19.0000,15.8333,1562.671480
19.1667,15.8333,1476.462170
19.3333,15.8333,1346.621500
19.5000,15.8333,1162.298723
19.6667,15.8333,908.010924
19.8333,15.8333,561.129163
20.0000,15.8333,89.104219
20.1667,15.8333,-552.279513
20.3333,15.8333,-1417.623069
20.5000,15.8333,-2565.424007
20.6667,15.8333,-4044.993057
20.8333,15.8333,-5877.452282
21.0000,15.8333,-8034.528479
21.1667,15.8333,-10421.707540
21.3333,15.8333,-12873.352959
21.5000,15.8333,-15165.524649
21.6667,15.8333,-17047.637746
21.8333,15.8333,-18287.987491
22.0000,15.8333,-18722.294916
22.1667,15.8333,-18291.163501
22.3333,15.8333,-17054.156378
22.5000,15.8333,-15175.592436
22.6667,15.8333,-12887.018202
22.8333,15.8333,-10438.674244
23.0000,15.8333,-8054.060733
23.1667,15.8333,-5898.420221
23.3333,15.8333,-4066.073340
23.5000,15.8333,-2585.421868
23.6667,15.8333,-1435.834738
23.8333,15.8333,-568.781114
24.0000,15.8333,73.349644
24.1667,15.8333,544.403889
24.3333,15.8333,888.191891
24.5000,15.8333,1137.324330
24.6667,15.8333,1314.928410
24.8333,15.8333,1437.243248
25.0000,15.8333,1515.854817
25.1667,15.8333,1559.180541
25.3333,15.8333,1573.390852
25.5000,15.8333,1563.105260
25.6667,15.8333,1532.035354
25.8333,15.8333,1483.526470
26.0000,15.8333,1420.879676
26.1667,15.8333,1347.432230
26.3333,15.8333,1266.498623
26.5000,15.8333,1181.295706
26.6667,15.8333,1094.889707
26.8333,15.8333,1010.109916
27.0000,15.8333,929.370679
27.1667,15.8333,854.430727
27.3333,15.8333,786.205340
27.5000,15.8333,724.744796
27.6667,15.8333,669.402374
27.8333,15.8333,619.115752
28.0000,15.8333,572.692562
28.1667,15.8333,529.029711
28.3333,15.8333,487.253102
28.5000,15.8333,446.791771
28.6667,15.8333,407.396540
28.8333,15.8333,369.105014
29.0000,15.8333,332.160414
29.1667,15.8333,296.906273
29.3333,15.8333,263.686652
29.5000,15.8333,232.774966
29.6667,15.8333,204.339337
29.8333,15.8333,178.438953
30.0000,15.8333,155.039650
0.0000,16.0000,17.288156
0.1667,16.0000,19.896171
0.3333,16.0000,22.510324
0.5000,16.0000,25.015502
0.6667,16.0000,27.258333
0.8333,16.0000,29.051046
1.0000,16.0000,30.187380
1.1667,16.0000,30.475345
1.3333,16.0000,29.788465
1.5000,16.0000,28.130531
1.6667,16.0000,25.700166
1.8333,16.0000,22.934812
2.0000,16.0000,20.513423
2.1667,16.0000,19.305810
2.3333,16.0000,20.272194
2.5000,16.0000,24.333248
2.6667,16.0000,32.240933
2.8333,16.0000,44.478612
3.0000,16.0000,61.206181
3.1667,16.0000,82.249776
3.3333,16.0000,107.125377
3.5000,16.0000,135.086387
3.6667,16.0000,165.192783
3.8333,16.0000,196.404258
4.0000,16.0000,227.695758
4.1667,16.0000,258.183715
4.3333,16.0000,287.243179
4.5000,16.0000,314.595985
4.6667,16.0000,340.356064
4.8333,16.0000,365.022765
5.0000,16.0000,389.414203
5.1667,16.0000,414.536486
5.3333,16.0000,441.401581
5.5000,16.0000,470.837177
5.6667,16.0000,503.357202
5.8333,16.0000,539.152565
6.0000,16.0000,578.207846
6.1667,16.0000,620.476720
6.3333,16.0000,666.005342
6.5000,16.0000,714.912709
6.6667,16.0000,767.209518
6.8333,16.0000,822.515967
7.0000,16.0000,879.779857
7.1667,16.0000,937.082254
7.3333,16.0000,991.562446
7.5000,16.0000,1039.432744
7.6667,16.0000,1076.026623
7.8333,16.0000,1095.853572
8.0000,16.0000,1092.711321
8.1667,16.0000,1059.983691
8.3333,16.0000,991.272250
8.5000,16.0000,881.446557
8.6667,16.0000,728.063945
8.8333,16.0000,532.937632
9.0000,16.0000,303.469337
9.1667,16.0000,53.273044
9.3333,16.0000,-198.335288
9.5000,16.0000,-428.189692
9.6667,16.0000,-612.326996
9.8333,16.0000,-729.724954
10.0000,16.0000,-765.932530
10.1667,16.0000,-715.724769
10.3333,16.0000,-584.105660
10.5000,16.0000,-385.406962
10.6667,16.0000,-140.743475
10.8333,16.0000,125.511133
11.0000,16.0000,389.405440
11.1667,16.0000,630.519626
11.3333,16.0000,834.029235
11.5000,16.0000,991.556074
11.6667,16.0000,1100.911672
11.8333,16.0000,1165.023211
12.0000,16.0000,1190.408077
12.1667,16.0000,1185.542052
12.3333,16.0000,1159.382864
12.5000,16.0000,1120.213747
12.6667,16.0000,1074.890661
12.8333,16.0000,1028.507899
13.0000,16.0000,984.427499
13.1667,16.0000,944.554294
13.3333,16.0000,909.708375
13.5000,16.0000,879.975657
13.6667,16.0000,854.990857
13.8333,16.0000,834.170844
14.0000,16.0000,816.925238
14.1667,16.0000,802.831776
14.3333,16.0000,791.726688
14.5000,16.0000,783.673870
14.6667,16.0000,778.839379
14.8333,16.0000,777.356728
15.0000,16.0000,779.270231
15.1667,16.0000,784.583130
15.3333,16.0000,793.359600
15.5000,16.0000,805.792634
15.6667,16.0000,822.178267
15.8333,16.0000,842.806854
16.0000,16.0000,867.843710
16.1667,16.0000,897.280201
16.3333,16.0000,930.983240
16.5000,16.0000,968.794035
16.6667,16.0000,1010.586322
16.8333,16.0000,1056.226003
17.0000,16.0000,1105.454444
17.1667,16.0000,1157.776951
17.3333,16.0000,1212.419177
17.5000,16.0000,1268.332090
17.6667,16.0000,1324.159993
17.8333,16.0000,1378.108598
18.0000,16.0000,1427.754694
18.1667,16.0000,1469.930704
18.3333,16.0000,1500.795859
18.5000,16.0000,1516.068414
18.6667,16.0000,1511.250119
18.8333,16.0000,1481.649263
19.0000,16.0000,1422.117543
19.1667,16.0000,1326.534283
19.3333,16.0000,1187.052084
19.5000,16.0000,992.960225
19.6667,16.0000,728.909797
19.8333,16.0000,372.416240
20.0000,16.0000,-108.885775
20.1667,16.0000,-758.957118
20.3333,16.0000,-1632.055992
20.5000,16.0000,-2786.262761
20.6667,16.0000,-4270.452574
20.8333,16.0000,-6105.390378
21.0000,16.0000,-8262.643007
21.1667,16.0000,-10647.838044
21.3333,16.0000,-13095.830237
21.5000,16.0000,-15383.480121
21.6667,16.0000,-17261.179169
21.8333,16.0000,-18498.174104
22.0000,16.0000,-18930.897561
22.1667,16.0000,-18500.257929
22.3333,16.0000,-17265.649039
22.5000,16.0000,-15390.797508
22.6667,16.0000,-13106.384736
22.8333,16.0000,-10661.712321
23.0000,16.0000,-8279.456152
23.1667,16.0000,-6124.279505
23.3333,16.0000,-4290.218728
23.5000,16.0000,-2805.663013
23.6667,16.0000,-1650.172715
23.8333,16.0000,-775.535171
24.0000,16.0000,-124.521744
24.1667,16.0000,356.311005
24.3333,16.0000,710.379936
24.5000,16.0000,969.938493
24.6667,16.0000,1157.817128
24.8333,16.0000,1290.035234
25.0000,16.0000,1378.039282
25.1667,16.0000,1430.177312
25.3333,16.0000,1452.602918
25.5000,16.0000,1449.953893
25.6667,16.0000,1425.983054
25.8333,16.0000,1384.094014
26.0000,16.0000,1327.661322
26.1667,16.0000,1260.109301
26.3333,16.0000,1184.847938
26.5000,16.0000,1105.186876
26.6667,16.0000,1024.265289
26.8333,16.0000,944.946093
27.0000,16.0000,869.623526
27.1667,16.0000,799.981898
27.3333,16.0000,736.825810
27.5000,16.0000,680.091251
27.6667,16.0000,629.047988
27.8333,16.0000,582.602156
28.0000,16.0000,539.581894
28.1667,16.0000,498.939129
28.3333,16.0000,459.865498
28.5000,16.0000,421.847923
28.6667,16.0000,384.679270
28.8333,16.0000,348.424451
29.0000,16.0000,313.344549
29.1667,16.0000,279.796606
29.3333,16.0000,248.136779
29.5000,16.0000,218.650094
29.6667,16.0000,191.515691
29.8333,16.0000,166.802856
30.0000,16.0000,144.486471
0.0000,16.1667,15.790825
0.1667,16.1667,18.236382
0.3333,16.1667,20.678353
0.5000,16.1667,23.004886
0.6667,16.1667,25.067982
0.8333,16.1667,26.688243
1.0000,16.1667,27.671636
1.1667,16.1667,27.842441
1.3333,16.1667,27.093012
1.5000,16.1667,25.444327
1.6667,16.1667,23.103531
1.8333,16.1667,20.499698
2.0000,16.1667,18.280811
2.1667,16.1667,17.263990
2.3333,16.1667,18.344225
2.5000,16.1667,22.378910
2.6667,16.1667,30.071598
2.8333,16.1667,41.876670
3.0000,16.1667,57.938791
3.1667,16.1667,78.071645
3.3333,16.1667,101.774132
3.5000,16.1667,128.281007
3.6667,16.1667,156.645715
3.8333,16.1667,185.850824
4.0000,16.1667,214.934053
4.1667,16.1667,243.110199
4.3333,16.1667,269.868511
4.5000,16.1667,295.033937
4.6667,16.1667,318.791869
4.8333,16.1667,341.677779
5.0000,16.1667,364.522875
5.1667,16.1667,388.338507
5.3333,16.1667,414.136100
5.5000,16.1667,442.720607
5.6667,16.1667,474.537188
5.8333,16.1667,509.650066
6.0000,16.1667,547.871870
6.1667,16.1667,588.972807
6.3333,16.1667,632.844175
6.5000,16.1667,679.512415
6.6667,16.1667,728.984188
6.8333,16.1667,780.992871
7.0000,16.1667,834.759934
7.1667,16.1667,888.864321
7.3333,16.1667,941.247739
7.5000,16.1667,989.313163
7.6667,16.1667,1030.037473
7.8333,16.1667,1060.039297
8.0000,16.1667,1075.612800
8.1667,16.1667,1072.817013
8.3333,16.1667,1047.747755
8.5000,16.1667,997.091054
8.6667,16.1667,918.969735
8.8333,16.1667,813.968703
9.0000,16.1667,686.092667
9.1667,16.1667,543.321338
9.3333,16.1667,397.435097
9.5000,16.1667,262.921356
9.6667,16.1667,155.017626
